 ,Linea,Cod Familia,Familia,Cod Producto,Producto,Cod Color,Familia Color,COD SKU PT,UM,Doc x Paq,Doc X bulto,PESO g.,Precio Estimado, Precio Sin IGV , Indicador x kg. ,Status,Codigo Barra,Marca,Nombre GS1,OBS
1,HOGAR,10,EMBUDOS,100,EMBUDO #1 X 12,3,Solido,11010003,DOC,40,80,22,8.5,7.2,6.82,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 1,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,101,EMBUDO #2 X 12,3,Solido,11010103,DOC,20,40,35,11.5,9.75,5.8,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 2,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,102,EMBUDO #4,3,Solido,11010203,DOC,5,10,130,36,30.51,4.89,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO # 4,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,10,EMBUDOS,103,EMBUDO GIGANTE,3,Solido,11010303,DOC,5,10,177,48,40.68,4.79,ALTA,7.75933E+12,MUNDOPLAST,EMBUDO GIGANTE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,11,ENVASES,104,ENVASE BELGICA 4KG. TRANSPARENTE,4,Transparente,11110404,DOC,5,10,200,64,54.24,5.65,ALTA,7.75933E+12,MUNDOPLAST,ENVASE BELGICA 4KG TRANSPARENTE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,11,ENVASES,105,ENVASE BELGICA 4KG. PASTEL,2,Pastel,11110502,DOC,5,10,200,64,54.24,5.65,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,11,ENVASES,106,ENVASE BELGICA 4KG. VACAS NEGRAS,4,Transparente,11110604,DOC,5,10,200,62,52.54,5.47,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,11,ENVASES,107,ENVASE BELGICA 6KG. TRANSPARENTE,4,Transparente,11110704,DOC,5,10,264,83,70.34,5.55,ALTA,7.75933E+12,MUNDOPLAST,ENVASE BELGICA 6KG. TRANSPARENTE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,108,FLORERO AMERICANO,3,Solido,11210803,DOC,6,24,62,26,22.03,7.4,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO AMERICANO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,109,FLORERO CISNE,3,Solido,11210903,DOC,6,24,56,26,22.03,8.2,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO CISNE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,110,FLORERO ITALIANO,3,Solido,11211003,DOC,4,16,62,26,22.03,7.4,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,111,FLORERO ITALIANO GRANDE,3,Solido,11211103,DOC,4,16,84,28,23.73,5.89,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO ITALIANO GRANDE,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,112,FLORERO ORIENTAL,3,Solido,11211203,DOC,6,24,56,26,22.03,8.2,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO ORIENTAL,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,12,FLOREROS,113,FLORERO PERSA,3,Solido,11211303,DOC,6,24,56,26,22.03,8.2,ALTA,7.75933E+12,MUNDOPLAST,FLORERO DE PLASTICO PERSA,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,114,JARRA GRECIA 500ML.,4,Transparente,11311404,DOC,20,80,35,10.5,8.9,5.3,ALTA,7.75933E+12,MUNDOPLAST,JARRA REAL 500 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,115,JARRA GRECIA 500ML CARAMELO,1,Caramelo,11311501,DOC,20,80,35,10.5,8.9,5.3,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,116,JARRA GRECIA 5LT.,4,Transparente,11311604,DOC,2,6,310,90,76.27,5.13,ALTA,7.75933E+12,MUNDOPLAST,JARRA GRECIA 5 LT,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,117,JARRA REAL 1.2LT.,4,Transparente,11311704,DOC,10,20,88,27,22.88,5.42,ALTA,7.75933E+12,MUNDOPLAST,JARRA REAL 1.2 LT,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,13,JARRAS,118,JARRA REAL 6LT. GIGANTE,4,Transparente,11311804,DOC,2,6,329,96,81.36,5.15,ALTA,7.75933E+12,MUNDO HOGAR,JARRA REAL DE 6LT,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,119,PACK: ENVASE BELGICA 6KG.+4KG.,4,Transparente,11411904,DOC,2,4,464,146,123.73,5.56,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,120,PACK: JARRA GRECIA 5LT. + 02 GRECIA 500ML.,4,Transparente,11412004,DOC,2,6,380,110,93.22,5.11,ALTA,7.75933E+12,MUNDO HOGAR,JARRA GRECIA 5 LT + 02 JARRA GRECIA 500 ML C/U,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,121,PACK: JARRA GRECIA 5LT.+500ML.,4,Transparente,11412104,DOC,2,6,345,100,84.75,5.12,ALTA,7.75933E+12,MUNDO HOGAR,JARRA GRECIA 5 LT +  JARRA GRECIA 500 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,122,PACK: JARRA MIXTO01 6LT.+ 500ML.,4,Transparente,11412204,DOC,2,6,364,116,98.31,5.63,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,123,PACK: JARRA MIXTO02 5LT.+ 1200ML.,4,Transparente,11412304,DOC,2,6,398,116,98.31,5.15,ALTA,7.75933E+12,MUNDO HOGAR,JARRA GRECIA 5 LT + JARRA REAL 1.2 LT,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,124,PACK: JARRA REAL 6LT.+ 1200ML.,4,Transparente,11412404,DOC,2,6,417,122,103.39,5.17,ALTA,7.75933E+12,MUNDO HOGAR,JARRA REAL 6 LT + JARRA REAL 1.2 LT,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,125,PACK: TAPER SET X 3 CARAMELO,1,Caramelo,11412501,DOC,4,12,241,79.5,67.37,5.82,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN: 550 ML + 1100 ML + 2800 ML COLORES CARAMELOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,126,PACK: TAPER SET X 3 PASTEL,2,Pastel,11412602,DOC,4,12,241,79.5,67.37,5.82,ALTA,7.75933E+12,MUNDO HOGAR,TAPER ALEMAN: 550 ML + 1100 ML + 2800 ML COLORES PASTELES,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,127,PACK: TAPER SET X 3 PRACTIHOGAR CARAMELO,1,Caramelo,11412701,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,128,PACK: TAPER SET X 3 PRACTIHOGAR PASTEL,2,Pastel,11412802,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,129,PACK: TAPER SET X 3 PRACTIHOGAR SOLIDO,3,Solido,11412903,DOC,1,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,130,PACK: TAPER SET X 3 PRACTIHOGAR TRANSP.,4,Transparente,11413004,DOC,1,12,241,79.5,67.37,5.82,ALTA,7.75933E+12,MUNDOPLAST,TAPER ALEMAN: 550 ML + 1100 ML + 2000 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,131,PACK: TAPER SET X 3 SOLIDO,3,Solido,11413103,DOC,4,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,132,PACK: TAPER SET X 3 TRANSP.,4,Transparente,11413204,DOC,4,12,241,79.5,67.37,5.82,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,133,PACK: TAPER 550ML+SPORT BOTTLE CLICK 300ML. CARAMELO,1,Caramelo,11413301,DOC,5,10,60,40,33.9,11.77,ALTA,7.75933E+12,MUNDOPLAST,PACK INFANTIL # 1: TAPER ALEMAN X 550 ML COLOR CARAMELO + SPORT BOTTLE X 300 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,134,PACK: TAPER 550ML+SPORT BOTTLE CLICK 300ML. PASTEL,2,Pastel,11413402,DOC,5,10,60,40,33.9,11.77,ALTA,7.75933E+12,MUNDOPLAST,PACK INFANTIL # 1: TAPER ALEMAN X 550 ML COLOR PASTEL + SPORT BOTTLE X 300 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,135,PACK: TAPER 550ML+SPORT BOTTLE CLICK 300ML. SURTIDO,3,Solido,11413503,DOC,5,10,60,40,33.9,11.77,ALTA,7.75933E+12,MUNDOPLAST,PACK INFANTIL # 1: TAPER ALEMAN X 550 ML + SPORT BOTTLE X 300 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,136,PACK: TAPER 550ML+SPORT BOTTLE CLICK 350ML. CARAMELO,1,Caramelo,11413601,DOC,5,10,66,40,33.9,10.7,ALTA,7.75933E+12,MUNDO HOGAR,KIDS LUNCH PACK: TAPER X 550ML + SPORT BOTTLE CLICK X 350 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,137,PACK: TAPER 550ML+SPORT BOTTLE CLICK 350ML. PASTEL,2,Pastel,11413702,DOC,5,10,66,40,33.9,10.7,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,138,PACK: TAPER 550ML+SPORT BOTTLE CLICK 350ML. SOLIDO,3,Solido,11413803,DOC,5,10,66,40,33.9,10.7,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,139,PACK: TAPER 550ML+SPORT BOTTLE SORBETE 350ML. CARAMELO,1,Caramelo,11413901,DOC,5,10,67,42,35.59,11.07,ALTA,7.75933E+12,MUNDO HOGAR,KIDS LUNCH PACK: TAPER X 550ML + SPORT BOTTLE SORBETE X 350 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,140,PACK: TAPER 550ML+SPORT BOTTLE SORBETE 350ML. PASTEL,2,Pastel,11414002,DOC,5,10,67,42,35.59,11.07,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,141,PACK: TAPER 550ML+SPORT BOTTLE SORBETE 350ML. SOLIDO,3,Solido,11414103,DOC,5,10,67,42,35.59,11.07,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,14,PACKS,142,PACK: TAZON MULTIUSO 7KG.+3.5KG.,1,Caramelo,11414201,DOC,5,10,524,165,139.83,5.56,ALTA,7.75933E+12,MUNDO HOGAR,TAZÓN MULTIUSO DE 3.5 KG + 7 KG CARAMELOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,144,SALSERO IDEAL T/D 300ML.,4,Transparente,11514404,DOC,10,40,26,12,10.17,8.15,ALTA,7.75933E+12,MUNDO ENVASES,SALSERO IDEAL TRANSPARENTE 300 ML TAPA DOBLE # 1,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,145,SALSERO IDEAL T/D 400ML.,4,Transparente,11514504,DOC,10,40,28,14,11.86,8.83,ALTA,7.75933E+12,MUNDO ENVASES,SALSERO IDEAL TRANSPARENTE 400 ML TAPA DOBLE # 1,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,146,SALSERO MULTIUSO T/B 1200ML.,4,Transparente,11514604,DOC,10,40,75,36,30.51,8.47,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,147,SALSERO MULTIUSO T/B 380ML.,4,Transparente,11514704,DOC,10,40,34,20,16.95,10.39,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,148,SALSERO MULTIUSO T/B 480ML.,4,Transparente,11514804,DOC,10,40,42,23,19.49,9.67,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,149,SALSERO MULTIUSO T/B 600ML.,4,Transparente,11514904,DOC,10,40,48,26,22.03,9.56,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,150,SALSERO MULTIUSO T/N 1200ML.,4,Transparente,11515004,DOC,10,40,75,36,30.51,8.47,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,151,SALSERO MULTIUSO T/N 380ML.,4,Transparente,11515104,DOC,10,40,34,20,16.95,10.39,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,152,SALSERO MULTIUSO T/N 480ML.,4,Transparente,11515204,DOC,10,40,44,23,19.49,9.23,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,153,SALSERO MULTIUSO T/N 600ML.,4,Transparente,11515304,DOC,10,40,48,26,22.03,9.56,ALTA,,,POR CREAR CODIGO,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,154,SALSERO MULTIUSO 1200ML.,4,Transparente,11515404,DOC,10,40,75,36,30.51,8.47,ALTA,7.75933E+12,MUNDO HOGAR,SALSERO MULTIUSO 1200ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,155,SALSERO MULTIUSO 380ML.,4,Transparente,11515504,DOC,10,40,34,20,16.95,10.39,ALTA,7.75933E+12,MUNDO HOGAR,SALSERO MULTIUSO 380ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,156,SALSERO MULTIUSO 480ML.,4,Transparente,11515604,DOC,10,40,44,23,19.49,9.23,ALTA,7.75933E+12,MUNDO HOGAR,SALSERO MULTIUSO 480ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,15,SALSEROS,157,SALSERO MULTIUSO 600ML.,4,Transparente,11515704,DOC,10,40,48,26,22.03,9.56,ALTA,7.75933E+12,MUNDO HOGAR,SALSERO MULTIUSO 600ML COLORES VARIADOS SOLIDOS,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,158,SPORT BOTTLE CLICK 300ML.,1,Caramelo,11615801,DOC,10,40,60,27,22.88,7.94,ALTA,7.75933E+12,MUNDOPLAST,SPORT BOTTLE 300 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,159,SPORT BOTTLE CLICK 350ML.,1,Caramelo,11615901,DOC,10,40,65,29,24.58,7.88,ALTA,7.75933E+12,MUNDO HOGAR,SPORT BOTTLE CLICK 350 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,160,SPORT BOTTLE CLICK 400ML.,1,Caramelo,11616001,DOC,10,40,71,31,26.27,7.71,ALTA,7.75933E+12,MUNDOPLAST,SPORT BOTTLE 400 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,161,SPORT BOTTLE CLICK 750ML.,1,Caramelo,11616101,DOC,10,40,79,41,34.75,9.16,ALTA,7.75933E+12,MUNDOPLAST,SPORT BOTTLE 300 ML,ACTUALIZAR PRECIO EN SISTEMA
1,HOGAR,16,SPORT BOTTLE,162,SPORT BOTTLE SORBETE 350ML.,1,Caramelo,11616201,DOC,10,40,63,33,27.97,9.25,ALTA,7.75933E+12,MUNDO HOGAR,SPORT BOTTLE SORBETE 350 ML,ACTUALIZAR PRECIO EN SISTEMA
